customer,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
HW20940,California,4170,Bachelor,M,42837,106,0,Personal Auto,290,SUV
KE60943,California,4908,Bachelor,M,33305,62,0,Special Auto,353,Four-Door Car
ZI48518,Nevada,3891,High School or Below,F,0,103,0,Personal Auto,558,Luxury
KI17749,Oregon,2682,High School or Below,F,24823,69,0,Personal Auto,229,Four-Door Car
DS50601,Nevada,10003,Bachelor,M,98192,84,1,Personal Auto,403,Four-Door Car
PU78245,Arizona,13094,Bachelor,F,88249,108,0,Personal Auto,244,SUV
MP96373,Washington,5719,Master,M,54585,71,1,Personal Auto,340,Two-Door Car
QK62680,Oregon,9393,Master,F,39770,117,0,Personal Auto,561,Two-Door Car
HN63935,Arizona,3433,Master,M,85367,85,0,Personal Auto,67,Four-Door Car
ON30714,California,4932,College,M,74809,61,0,Personal Auto,283,Two-Door Car
FM61329,California,13610,College,M,50144,114,0,Personal Auto,786,SUV
NK91656,Oregon,2913,Master,M,20075,79,1,Personal Auto,483,Two-Door Car
MS94619,California,5111,High School or Below,F,76448,63,0,Personal Auto,302,Four-Door Car
MO38507,California,4540,High School or Below,M,59556,113,0,Personal Auto,681,Luxury
PQ36549,Arizona,5598,Bachelor,M,14174,72,0,Personal Auto,345,Four-Door Car
WG91434,Oregon,9638,High School or Below,M,35230,61,1,Personal Auto,16,Four-Door Car
WR43077,California,9801,High School or Below,M,0,91,0,Corporate Auto,436,Four-Door Car
LR10110,Washington,5504,Bachelor,F,0,73,0,Corporate Auto,350,Four-Door Car
XZ58588,Arizona,8447,High School or Below,M,0,114,0,Corporate Auto,547,Four-Door Car
FX12602,Oregon,19927,High School or Below,M,51352,66,3,Personal Auto,95,Four-Door Car
BL55947,California,5815,College,M,76675,72,0,Personal Auto,141,Four-Door Car
LA60344,Arizona,18690,College,M,0,68,0,Personal Auto,326,Four-Door Car
KQ44803,Arizona,7224,College,M,0,72,2,Personal Auto,297,Two-Door Car
QY81331,Arizona,8595,High School or Below,F,94242,71,1,Personal Auto,41,Four-Door Car
NP33989,Oregon,12362,Bachelor,F,0,113,0,Personal Auto,217,Four-Door Car
CP30637,California,4916,High School or Below,F,71153,122,0,Corporate Auto,209,Luxury
RW50070,Arizona,8935,High School or Below,M,63326,225,0,Personal Auto,1080,Luxury
LO42325,California,5433,Bachelor,F,29629,71,4,Special Auto,228,Four-Door Car
YQ50209,Arizona,4847,High School or Below,M,0,69,0,Corporate Auto,599,Four-Door Car
JP35025,California,5714,Master,F,23726,74,0,Corporate Auto,355,Four-Door Car
WZ13788,Nevada,10097,High School or Below,F,48999,86,3,Corporate Auto,412,Four-Door Car
IS21172,Oregon,4726,Bachelor,F,13037,124,0,Personal Auto,839,SUV
CL10476,Arizona,7079,College,M,24245,63,0,Corporate Auto,302,Two-Door Car
WO83615,Nevada,5395,Bachelor,M,44047,137,0,Corporate Auto,969,Luxury
ZJ77881,Oregon,9452,Bachelor,F,91942,117,0,Personal Auto,561,Four-Door Car
GT37101,Oregon,5284,High School or Below,F,37640,67,0,Personal Auto,174,Two-Door Car
WE13528,California,20215,High School or Below,F,77058,63,0,Personal Auto,119,Four-Door Car
BT78503,Oregon,2510,High School or Below,M,0,73,0,Corporate Auto,525,Four-Door Car
WM19967,California,19884,College,F,63755,62,0,Personal Auto,291,Two-Door Car
EW13798,California,4014,Doctor,F,37384,99,0,Personal Auto,475,Four-Door Car
RO18530,Washington,2540,Master,M,42557,65,0,Personal Auto,57,Four-Door Car
AY18433,Washington,27382,High School or Below,F,45473,76,0,Special Auto,188,Two-Door Car
CS29328,Nevada,4875,Bachelor,M,10743,70,2,Personal Auto,336,Two-Door Car
QL75176,Oregon,12324,High School or Below,F,0,113,0,Personal Auto,813,Four-Door Car
IO25161,Arizona,2280,College,F,0,61,0,Personal Auto,283,Four-Door Car
FA82777,Arizona,4165,High School or Below,F,0,64,3,Personal Auto,575,Four-Door Car
GR49281,California,4974,Bachelor,M,75644,65,3,Personal Auto,467,Two-Door Car
ZW19492,Oregon,2404,Bachelor,M,63455,61,0,Personal Auto,287,Two-Door Car
UW88168,Oregon,3032,Bachelor,M,73782,76,0,Special Auto,111,Four-Door Car
XX53620,Oregon,2891,Bachelor,F,80590,71,0,Corporate Auto,134,Four-Door Car
IM90123,California,15261,Bachelor,F,59797,127,0,Personal Auto,609,SUV
BE33446,Arizona,5015,Bachelor,F,48567,130,0,Personal Auto,624,SUV
YW11227,California,5325,Bachelor,M,62470,66,0,Personal Auto,243,Two-Door Car
UF32671,Washington,5291,College,F,57338,66,0,Personal Auto,316,Four-Door Car
ZW10467,Arizona,16107,High School or Below,F,63288,199,0,Personal Auto,558,Luxury
KK95092,Arizona,7605,Bachelor,M,55281,192,1,Personal Auto,921,Luxury
HZ43637,Arizona,3065,College,F,22985,77,0,Special Auto,458,Four-Door Car
FY82691,California,6245,College,F,39608,78,1,Corporate Auto,22,Four-Door Car
SO40738,California,9406,High School or Below,F,99189,117,0,Corporate Auto,75,SUV
MB83471,Oregon,7815,High School or Below,M,0,112,0,Personal Auto,574,Four-Door Car
GA63091,California,9747,College,M,0,92,0,Personal Auto,514,Four-Door Car
AU75025,Oregon,4686,College,M,58089,118,0,Personal Auto,566,SUV
XF15789,Arizona,8869,College,F,81350,110,0,Personal Auto,228,SUV
SH13204,California,4741,High School or Below,F,0,65,0,Personal Auto,731,Two-Door Car
FX48006,Oregon,24178,College,M,43704,201,0,Personal Auto,1064,Luxury
HS69837,Oregon,7951,College,M,75497,100,0,Personal Auto,71,SUV
GL49408,California,6762,Doctor,M,40372,85,0,Corporate Auto,76,Four-Door Car
PK51938,Oregon,3044,College,F,17489,85,0,Corporate Auto,587,Four-Door Car
JE62426,Arizona,5908,High School or Below,F,86277,74,0,Personal Auto,212,Four-Door Car
IA31850,Arizona,4574,College,F,0,63,0,Personal Auto,453,Four-Door Car
PP50567,California,8377,Bachelor,M,0,74,0,Corporate Auto,355,Four-Door Car
CS26667,Washington,22332,College,M,49078,97,0,Special Auto,484,Four-Door Car
UF73578,California,5838,High School or Below,M,81082,73,0,Personal Auto,281,Four-Door Car
MY23958,California,7577,Bachelor,M,0,116,2,Personal Auto,835,Luxury
OP75571,Arizona,8012,College,F,40635,102,0,Personal Auto,489,SUV
SI60881,Oregon,9217,Bachelor,F,26351,119,0,Personal Auto,571,SUV
DQ15807,Oregon,2749,High School or Below,M,0,80,0,Personal Auto,824,Four-Door Car
WU15684,Nevada,3588,College,F,42836,89,0,Corporate Auto,244,Four-Door Car
KR17533,Oregon,3954,Doctor,M,40175,102,1,Personal Auto,154,SUV
IM98086,California,3230,College,M,62873,81,0,Personal Auto,207,Four-Door Car
XY48850,Nevada,5158,High School or Below,F,0,74,0,Personal Auto,588,Two-Door Car
YT25875,California,2776,College,F,50985,71,0,Personal Auto,307,Two-Door Car
TL59568,Arizona,12836,High School or Below,M,0,116,0,Personal Auto,835,Two-Door Car
UE52886,Arizona,28421,Bachelor,M,42803,245,0,Personal Auto,889,Luxury
TM28833,Oregon,2276,College,M,0,69,1,Personal Auto,624,Two-Door Car
SQ60915,Arizona,3895,High School or Below,M,35970,98,0,Corporate Auto,470,Four-Door Car
GU42084,Arizona,4247,Bachelor,M,44537,106,0,Corporate Auto,441,Luxury
ZH93283,Arizona,6005,College,M,13528,86,0,Personal Auto,412,Four-Door Car
WF51811,Arizona,2719,College,F,14030,72,0,Personal Auto,345,Two-Door Car
RL51023,Arizona,4185,College,M,0,64,0,Corporate Auto,492,Four-Door Car
NQ67659,Nevada,33473,Bachelor,F,33190,106,0,Personal Auto,508,SUV
KI45566,Nevada,7331,College,M,0,100,0,Personal Auto,61,Luxury
WB68229,Arizona,9320,Bachelor,F,21033,118,0,Personal Auto,738,Two-Door Car
UF84144,Washington,3312,College,M,26285,84,0,Corporate Auto,403,Four-Door Car
ZH28312,California,5560,Bachelor,F,0,74,0,Corporate Auto,65,Four-Door Car
GK48045,Washington,8214,College,F,73245,68,0,Personal Auto,305,Four-Door Car
HZ67642,California,8647,Bachelor,M,0,119,0,Personal Auto,244,SUV
HE12295,California,4446,High School or Below,M,0,61,0,Personal Auto,616,Four-Door Car
XL66550,Oregon,7769,Bachelor,M,74365,193,0,Corporate Auto,926,Luxury
AL27471,Oregon,3911,Doctor,M,30821,97,0,Personal Auto,451,Four-Door Car
NG94479,Arizona,2731,High School or Below,F,69844,68,0,Corporate Auto,184,Four-Door Car
WR58220,Oregon,8401,Bachelor,M,0,124,0,Personal Auto,595,SUV
RT64920,Oregon,5875,Master,M,55836,73,0,Personal Auto,314,Four-Door Car
IR58695,Oregon,6188,High School or Below,M,40352,77,0,Corporate Auto,406,Four-Door Car
AS93181,Arizona,4506,Bachelor,F,14985,116,0,Personal Auto,571,Luxury
ML23548,Arizona,10548,Doctor,F,27458,131,1,Personal Auto,730,Luxury
PU71194,Oregon,35203,Bachelor,F,56343,295,0,Personal Auto,1612,Luxury
QT46430,California,8193,College,F,12780,111,2,Personal Auto,225,Luxury
WP83694,California,5313,Bachelor,F,68558,131,0,Personal Auto,280,SUV
UE19977,California,4379,College,F,47747,111,0,Personal Auto,165,Two-Door Car
WC83942,Oregon,20885,Bachelor,M,16113,81,0,Corporate Auto,494,Four-Door Car
HZ62410,Oregon,2771,Bachelor,M,0,79,0,Personal Auto,379,Four-Door Car
CE72177,California,5461,High School or Below,F,39626,69,0,Personal Auto,485,Four-Door Car
YI89801,California,2570,High School or Below,F,49304,65,0,Corporate Auto,312,Four-Door Car
KB53430,Oregon,2227,High School or Below,M,27972,61,0,Personal Auto,292,Four-Door Car
KB50999,California,5394,College,F,27568,68,0,Personal Auto,278,Two-Door Car
JO17193,Washington,2300,Bachelor,M,25905,63,0,Personal Auto,302,Four-Door Car
BO42776,Washington,25360,Bachelor,M,21442,108,0,Corporate Auto,518,SUV
OZ19432,Nevada,4374,High School or Below,F,34516,113,3,Special Auto,42,Four-Door Car
VT34834,Nevada,4953,High School or Below,M,0,68,0,Personal Auto,342,Four-Door Car
MI65698,Oregon,4590,College,F,28354,118,0,Personal Auto,320,Two-Door Car
IG85969,Arizona,5062,College,F,0,72,0,Personal Auto,345,Two-Door Car
SE72928,California,9075,Master,M,37722,116,0,Personal Auto,158,Luxury
QV47358,Arizona,8133,Bachelor,F,32021,70,0,Personal Auto,336,Four-Door Car
HR50405,Oregon,2869,Bachelor,F,13393,73,0,Personal Auto,34,Four-Door Car
MN53151,Oregon,27937,College,M,13624,117,0,Personal Auto,561,Luxury
VD64777,Nevada,2606,College,F,27800,67,0,Personal Auto,321,Two-Door Car
EG21289,California,7764,College,F,58419,191,0,Personal Auto,202,Luxury
YI85251,Nevada,18380,High School or Below,M,50407,92,0,Personal Auto,352,Four-Door Car
RD61361,Arizona,6102,Bachelor,F,0,84,0,Personal Auto,856,Four-Door Car
PG26401,Washington,9191,High School or Below,M,77603,114,0,Personal Auto,547,SUV
NV91476,California,9581,College,F,75606,119,0,Personal Auto,571,Four-Door Car
SJ16410,Arizona,7532,Bachelor,M,41458,98,0,Personal Auto,191,Four-Door Car
BI17208,Oregon,2795,College,M,0,74,0,Personal Auto,420,Two-Door Car
WR70403,Washington,5673,High School or Below,M,0,82,0,Personal Auto,445,Two-Door Car
ZZ22858,Arizona,15016,Bachelor,F,70619,187,0,Personal Auto,293,Luxury
EZ75048,California,3087,Doctor,M,41273,77,0,Personal Auto,221,Four-Door Car
CN31328,Arizona,5480,College,F,46946,70,0,Personal Auto,336,Four-Door Car
ZP91150,Oregon,7944,College,M,0,113,0,Corporate Auto,542,Four-Door Car
LC77957,Oregon,8543,Bachelor,M,99180,106,0,Personal Auto,33,SUV
PT34656,California,5380,College,F,55350,67,0,Personal Auto,321,Four-Door Car
MI99404,California,4650,College,M,28215,65,0,Personal Auto,468,Two-Door Car
AI58313,Nevada,36946,College,F,75425,116,1,Personal Auto,663,Luxury
VA60020,Nevada,3314,High School or Below,F,63583,83,0,Special Auto,167,Four-Door Car
TW53467,California,4566,Bachelor,M,0,66,0,Personal Auto,475,Four-Door Car
IC11062,Nevada,5597,High School or Below,F,37995,139,0,Personal Auto,667,SUV
OO11531,Nevada,2540,Master,F,37125,63,0,Personal Auto,290,Four-Door Car
JV80614,California,2939,College,M,53357,73,0,Personal Auto,55,Four-Door Car
IC70693,California,16068,Bachelor,F,70140,199,0,Corporate Auto,955,Luxury
JY45326,Oregon,7360,College,M,52380,186,2,Personal Auto,892,Luxury
QW17940,California,2700,High School or Below,M,79292,67,0,Corporate Auto,55,Four-Door Car
AV25133,Oregon,3095,College,F,0,92,1,Personal Auto,774,Two-Door Car
QJ57215,Nevada,4383,College,F,0,123,0,Personal Auto,1480,SUV
IG94072,Oregon,9928,High School or Below,F,75425,123,0,Personal Auto,823,Luxury
WC28543,Arizona,2399,Bachelor,M,20992,64,0,Personal Auto,307,Two-Door Car
DH13219,Washington,3402,Bachelor,M,57428,85,1,Corporate Auto,414,Four-Door Car
ET80689,California,8711,College,M,92606,109,0,Special Auto,287,SUV
JD10245,California,4358,High School or Below,M,86001,109,1,Personal Auto,523,SUV
XO96556,Arizona,2551,Master,M,79751,63,0,Personal Auto,392,Two-Door Car
UJ61336,Arizona,5642,Bachelor,F,68654,71,2,Personal Auto,208,Four-Door Car
XS94482,Arizona,4151,Master,F,0,61,3,Personal Auto,208,Two-Door Car
QX57337,Oregon,2842,Doctor,F,92629,72,3,Personal Auto,60,Four-Door Car
CZ35936,California,8791,High School or Below,F,54094,112,0,Corporate Auto,502,SUV
IM41800,Nevada,8268,College,M,95419,70,3,Personal Auto,336,Four-Door Car
GI70742,Oregon,8581,High School or Below,F,66466,71,0,Personal Auto,293,Four-Door Car
HQ32112,Arizona,5244,High School or Below,M,68131,130,0,Personal Auto,226,SUV
CC85895,Nevada,8509,Bachelor,F,56481,106,0,Personal Auto,273,SUV
CF40646,California,4743,College,M,70082,119,0,Personal Auto,571,SUV
RF39856,Nevada,22754,Bachelor,M,51437,115,0,Corporate Auto,244,SUV
VT85216,Nevada,5335,High School or Below,M,0,73,0,Personal Auto,525,Four-Door Car
SW69117,Oregon,6966,College,M,27972,90,0,Corporate Auto,240,Two-Door Car
EI58852,Arizona,21205,High School or Below,F,24930,76,0,Personal Auto,364,Four-Door Car
FN61865,Nevada,4271,Master,F,26245,110,0,Personal Auto,44,Two-Door Car
LI11560,California,5580,Bachelor,F,57883,69,0,Personal Auto,431,Four-Door Car
NY12562,Nevada,2224,College,F,0,64,0,Corporate Auto,483,Four-Door Car
GE46404,Oregon,2709,College,F,58828,68,0,Personal Auto,446,Four-Door Car
PP26786,Arizona,2890,College,M,51906,73,0,Corporate Auto,374,Four-Door Car
BE55425,Oregon,6403,College,M,28095,82,0,Personal Auto,393,Four-Door Car
SH75038,California,5981,Bachelor,F,88723,74,0,Personal Auto,355,Two-Door Car
LD22387,California,6225,High School or Below,F,53078,79,2,Corporate Auto,200,Four-Door Car
FF94034,California,8496,Bachelor,F,88895,106,0,Personal Auto,209,Luxury
YK16362,Arizona,10213,Bachelor,F,60078,127,0,Corporate Auto,140,SUV
DN10177,California,4547,College,M,0,67,0,Personal Auto,321,Two-Door Car
IV35546,Nevada,5741,Master,F,45820,71,0,Corporate Auto,249,Four-Door Car
SK12432,Arizona,2388,Bachelor,M,0,73,0,Personal Auto,677,Four-Door Car
DF71709,California,12624,College,M,12439,115,0,Corporate Auto,552,Two-Door Car
UT61518,California,8382,Bachelor,M,25998,71,0,Personal Auto,791,Four-Door Car
PU75847,Arizona,4964,College,M,98451,62,0,Personal Auto,316,Four-Door Car
XA47378,California,2871,Bachelor,F,23803,72,0,Corporate Auto,410,Two-Door Car
NE22677,California,13080,College,M,0,124,0,Special Auto,595,SUV
HV62406,Oregon,2482,High School or Below,F,26100,67,0,Personal Auto,482,Four-Door Car
VS20668,Nevada,2726,Bachelor,F,0,73,0,Personal Auto,376,Four-Door Car
YZ79232,Oregon,4776,Master,M,0,67,0,Personal Auto,315,Four-Door Car
ND87457,Nevada,6091,Bachelor,M,65252,78,0,Personal Auto,482,Four-Door Car
TY59231,California,5015,Bachelor,F,48567,130,0,Personal Auto,624,SUV
DA54619,Oregon,9035,High School or Below,F,34337,113,0,Personal Auto,542,Four-Door Car
OL27257,Nevada,4381,College,F,20394,115,0,Personal Auto,508,Two-Door Car
TH86528,Washington,5775,High School or Below,F,0,76,0,Personal Auto,784,Two-Door Car
DS34823,Arizona,4250,High School or Below,F,0,61,1,Personal Auto,292,Four-Door Car
HB24005,California,2347,College,M,31617,62,1,Personal Auto,244,Four-Door Car
ZV96574,California,6940,High School or Below,F,0,62,1,Corporate Auto,297,Four-Door Car
JC80093,Washington,2572,Master,M,21104,66,0,Personal Auto,118,Four-Door Car
KN24990,Arizona,41491,College,M,37748,181,2,Personal Auto,868,Luxury
RR39751,California,3571,Bachelor,F,0,96,0,Personal Auto,438,Four-Door Car
BN80677,Oregon,12734,Bachelor,M,25023,82,0,Corporate Auto,397,Two-Door Car
WL74893,Oregon,4529,College,F,0,62,0,Special Auto,271,Four-Door Car
ZN59196,Oregon,4177,Bachelor,F,14108,109,0,Personal Auto,523,Four-Door Car
PF77449,Washington,9824,High School or Below,F,23923,82,1,Personal Auto,393,Four-Door Car
HO38996,Oregon,2430,High School or Below,M,0,67,0,Special Auto,321,Four-Door Car
YU86361,Washington,19160,Master,F,22705,239,0,Personal Auto,1294,Luxury
PJ13204,California,3301,High School or Below,F,0,89,0,Corporate Auto,427,Two-Door Car
SP63623,Oregon,4692,College,M,0,69,0,Personal Auto,506,Four-Door Car
DP33625,Arizona,8092,College,M,50825,102,0,Personal Auto,369,SUV
BJ18904,Arizona,3964,College,M,14616,106,0,Personal Auto,575,SUV
TR26615,Oregon,2497,High School or Below,M,0,69,0,Corporate Auto,272,Two-Door Car
ZD44648,Arizona,9656,College,M,29504,125,0,Personal Auto,1224,SUV
QW60568,California,8888,College,M,58789,111,0,Corporate Auto,215,Four-Door Car
XS78545,Oregon,7347,College,F,29491,61,0,Personal Auto,292,Four-Door Car
EU19773,Arizona,8578,High School or Below,F,78077,107,2,Personal Auto,438,Four-Door Car
ZL45417,California,3467,High School or Below,F,0,96,0,Personal Auto,799,Two-Door Car
JS58659,Nevada,8901,Bachelor,M,76558,74,0,Special Auto,216,Four-Door Car
XK84089,California,2619,Bachelor,M,78618,66,0,Personal Auto,225,Two-Door Car
LH91968,Oregon,8838,Bachelor,M,82664,114,3,Corporate Auto,133,SUV
NX63627,Oregon,10127,Doctor,M,23053,132,0,Personal Auto,780,Luxury
ND62955,Nevada,4633,Bachelor,M,50250,117,0,Personal Auto,561,SUV
YQ11786,Oregon,7796,High School or Below,M,32169,199,0,Personal Auto,785,Luxury
TM13955,Washington,2993,Master,M,0,80,0,Corporate Auto,286,Four-Door Car
IA91291,Arizona,7985,College,F,99069,66,0,Corporate Auto,77,Four-Door Car
RO89785,Oregon,3508,College,M,20978,98,1,Personal Auto,1176,Four-Door Car
QW40898,Arizona,2722,College,F,17576,71,0,Personal Auto,398,Four-Door Car
ZD40816,Nevada,2783,Bachelor,M,42297,71,0,Personal Auto,200,Four-Door Car
PD82395,Arizona,8649,Bachelor,F,0,115,0,Special Auto,824,Four-Door Car
NW23827,California,4652,College,F,0,63,0,Personal Auto,151,Four-Door Car
GG61186,Nevada,8395,Doctor,F,0,110,0,Personal Auto,161,Four-Door Car
TB31268,Arizona,8804,College,F,48990,74,0,Personal Auto,355,Four-Door Car
SX98462,Oregon,7155,College,M,16916,64,0,Personal Auto,377,Four-Door Car
OL82456,Oregon,3954,Bachelor,M,18375,103,0,Personal Auto,535,Luxury
DN14211,Oregon,15032,College,M,17150,65,0,Personal Auto,689,Two-Door Car
ZG12619,Washington,8257,Bachelor,F,23815,73,0,Personal Auto,424,Four-Door Car
VH31071,Arizona,9256,College,F,21947,118,0,Personal Auto,566,SUV
SP36555,Arizona,6507,Bachelor,M,0,97,0,Personal Auto,863,Four-Door Car
ME83611,Nevada,2530,Bachelor,F,89451,63,0,Personal Auto,61,Four-Door Car
PH85036,Washington,5482,Bachelor,F,79325,68,0,Corporate Auto,251,Four-Door Car
PE54870,Oregon,4050,College,M,88454,101,0,Personal Auto,308,SUV
DT52189,California,6326,High School or Below,F,0,87,0,Personal Auto,417,Four-Door Car
XN48526,California,2627,College,F,20943,69,0,Personal Auto,240,Four-Door Car
KW52227,California,7814,Bachelor,M,51972,66,0,Personal Auto,316,Four-Door Car
JC98569,Oregon,6314,College,F,54408,79,0,Personal Auto,288,Four-Door Car
BG48083,Nevada,6386,Bachelor,F,23751,82,1,Personal Auto,586,Two-Door Car
PD19551,California,2537,Bachelor,F,37612,64,0,Personal Auto,307,Four-Door Car
BJ13380,Oregon,5335,Bachelor,F,91603,69,2,Personal Auto,472,Four-Door Car
HY25004,Arizona,4549,High School or Below,F,0,62,0,Personal Auto,639,Two-Door Car
WF50693,Oregon,4836,High School or Below,M,16450,128,0,Corporate Auto,871,SUV
MA45099,Oregon,6478,Bachelor,M,50864,83,1,Corporate Auto,158,Four-Door Car
ZC69696,Arizona,35440,College,F,74560,110,0,Personal Auto,528,SUV
